,x,y,z,magmean
798,3.85262,0.31358,12.02945,2.99344617649362
799,3.4803800000000003,-0.15292,8.893510000000003,-0.09028032212726345
800,5.1344,0.94318,6.53555,-1.277257433804186
801,4.11624,0.97702,10.66818,1.8346436780405408
802,4.99245,0.80669,8.34558,0.11650940208499705
803,4.07033,0.59625,9.62225,0.8229708679360748
804,3.42464,0.03343,8.61177,-0.3739836116346513
805,4.40822,0.05278,7.0145,-1.3569402313042254
806,3.99217,0.61406,9.58414,0.7587221275110547
807,4.3272900000000005,0.79915,10.03818,1.3185741306497025
808,4.04738,0.5078600000000001,9.73491,0.9132139129666772
809,4.43365,0.21622,8.180660000000001,-0.33439621454556523
810,4.14317,0.46469,7.8463600000000016,-0.7565482926785609
811,3.73079,0.5916,8.16208,-0.6479754912068447
812,4.11026,0.5445300000000001,7.8365,-0.7760220044278086
813,3.62141,0.24644,9.106,0.16101453712871994
814,4.43208,0.15549000000000002,7.81082,-0.6597644061451593
815,4.29793,0.41029,8.68835,0.060187093976878714
816,4.54196,0.38339,8.7381,0.21372520793285688
817,4.35889,0.29395,9.32826,0.6588498438378139
818,4.41737,0.13785999999999998,9.05061,0.43025612400398927
819,4.36073,0.25139,8.25938,-0.2985089843996356
820,4.2124,0.25793,7.78627,-0.7853120604529149
821,4.45174,0.32155,7.98233,-0.4963350239133355
822,3.4639,-0.10355,9.38728,0.364745744621775
823,5.0589,0.29085,6.61597,-1.308215731214073
824,2.30946,-0.10474,10.07266,0.6927866600275809
825,4.467219999999998,0.17525,5.52856,-2.5317948354543844
826,3.5858800000000004,0.30873,9.41953,0.44194959095067077
827,3.72649,0.60434,10.9216,1.9138912852855174
828,4.47615,0.12465,9.64212,0.9894077632567715
829,4.40666,0.045610000000000005,9.30986,0.658435422812099
830,3.69305,0.07384,9.60966,0.653357093223109
831,4.7834900000000005,0.82996,8.49922,0.14635323182360516
832,3.5474900000000003,0.6905399999999999,9.6385,0.6520251671311676
833,4.47774,0.10463,8.12828,-0.3611426492638774
834,2.80432,-0.47142,9.24423,0.02995380272701631
835,3.83464,-0.15987,6.6372100000000005,-1.9747899344284683
836,4.1665199999999984,0.67603,7.529719999999997,-1.009644323304661
837,3.31459,0.60028,10.59952,1.4801306268165941
