time,x,y,z
11105,-0.07454,0.28424,0.08176
11155,0.08667,0.05310,0.31349
11205,-0.13542,-0.10651,0.57793
11256,-0.09331,-0.57533,0.68155
11304,0.10039,-0.49002,0.52313
11356,0.13284,0.41917,0.29080
11405,0.39645,0.94162,0.29460
11455,0.29579,0.34877,0.18353
11505,-0.11879,-0.11209,0.04500
11555,-0.05981,-0.43300,-0.01869
11613,0.04759,-0.87469,-0.16754
11654,0.03984,-0.82333,-0.32512
11704,0.11929,-0.43568,-0.47116
11754,-0.03181,0.64886,-0.40559
11805,-0.16078,0.24893,-0.44032
11854,-0.47081,0.56021,-0.32379
11904,-0.40715,0.42212,-0.29646
11955,0.17944,0.24786,-0.07468
12005,0.06221,-0.51279,-0.07895
12054,-0.28163,-0.30095,0.02396
12104,-0.32111,-0.21858,0.13387
12156,-0.07201,-0.24039,0.09276
12206,0.13695,0.36000,-0.05003
12257,0.22673,1.30275,-0.02896
12304,0.04523,0.55829,0.01320
12355,-0.29442,0.16408,0.12088
12405,-0.10075,-0.54158,-0.11792
12455,0.10226,-0.52797,-0.37567
12505,-0.04230,-0.10312,-0.31819
12554,0.01791,-0.48442,-0.08604
12604,-0.20003,-0.21979,-0.09024
12663,-0.19339,0.35478,-0.10686
12705,0.41739,0.57455,0.11105
12754,-0.01758,-0.05225,0.21629
12804,-0.46533,-0.06978,0.15356
12854,0.02631,-0.01781,0.23102
12904,0.38501,-0.18858,0.27084
12955,0.02940,-0.43668,0.28131
13006,-0.16924,-0.40681,0.36958
13054,-0.02917,0.27608,0.42154
13104,0.10204,-0.28575,0.20210
13155,-0.10971,0.18826,0.12358
13204,-0.12779,0.10045,0.02895
13254,0.10953,-0.02124,0.11482
13306,-0.13210,0.04164,0.04311
13354,0.00752,0.05818,-0.09317
13404,0.10797,0.32553,-0.07196
13455,-0.12880,0.04022,-0.12924
13508,0.02689,-0.07289,-0.19649
13553,-0.03134,-0.15994,-0.21123
13604,-0.08420,-0.46318,-0.18265
13657,-0.16039,-0.66376,-0.19431
13704,-0.12747,-0.45094,-0.23532
13755,0.40515,0.17432,-0.18997
13804,0.31238,0.74484,-0.08855
13856,-0.10983,0.55116,0.13193
13905,-0.25407,0.11615,0.11673
13954,0.37338,-0.23573,0.07268
14004,0.09076,-0.17102,0.08736
14055,-0.06125,-0.17682,0.35449
14105,0.07784,0.17696,0.68033
14154,0.18280,0.04771,0.64162
14205,0.07860,0.11502,0.45764
14255,-0.10550,0.13304,0.21906
14304,-0.01186,0.19786,-0.03233
14357,0.59657,0.22878,-0.10066
14404,0.26122,0.50340,-0.16623
14454,-0.10323,-0.11674,-0.21677
14504,-0.08308,-0.41631,-0.23560
14554,0.03030,-0.63651,-0.48869
14606,0.31227,-0.25044,-0.59496
14664,0.18640,0.58284,-0.16759
14704,-0.04863,0.58842,0.00513
14754,-0.42799,0.07253,0.02666
14805,-0.05806,-0.03627,0.09853
14854,0.21405,0.05971,0.05440
14904,0.21198,-0.15652,0.11980
14954,-0.15373,0.12691,0.38898
15005,-0.24164,-0.16231,0.50056
15055,-0.05272,-0.30647,0.31728
15104,-0.05081,-0.21147,0.14873
15155,0.18842,0.07932,0.09167
15205,0.32466,0.84003,0.15707
15254,0.17642,0.63066,0.31197
15304,-0.04248,0.20946,0.38670
15354,-0.04916,-0.50426,0.26456
15406,0.16702,-0.71780,0.24799
15455,0.01997,-0.88190,0.23688
15505,-0.10522,-0.79253,0.13641
15554,-0.04941,-0.35025,0.03450
15604,0.15329,-0.16975,0.09688
15658,0.14558,0.39999,0.05998
15706,-0.01553,0.70198,-0.18700
15754,0.27559,0.85179,-0.18230
15804,0.34105,0.12723,-0.19460
15855,-0.11545,-0.48112,-0.10538
15904,-0.33453,-0.75818,0.07146
15955,-0.23894,-0.82463,0.07321
16007,0.05299,-0.48096,0.04372
16055,0.68271,0.10927,0.18068
16105,0.54865,0.68985,0.17421
16154,-0.34392,0.77046,0.18916
16204,-0.08725,0.32607,0.27075
16255,0.17851,0.01128,0.15480
16306,-0.04498,-0.19612,-0.09464
16355,0.18466,0.03102,-0.07863
16404,0.25079,-0.23752,-0.10637
16455,-0.07545,-0.02649,-0.20073
16506,-0.07034,-0.00027,-0.24646
16555,0.06609,-0.09750,-0.30190
16607,-0.09509,-0.02786,-0.37764
16661,-0.10840,0.16556,-0.35439
16706,0.02341,0.52383,-0.25681
16754,0.13785,0.18881,-0.12085
16804,-0.01047,0.34854,0.01534
16855,-0.19241,-0.01665,0.09386
16904,-0.14156,-0.51639,0.16351
16955,-0.14973,-0.19876,0.12917
17004,-0.15578,-0.23906,-0.02046
17054,-0.17575,-0.01892,-0.03705
17106,-0.13414,0.54773,0.00734
17156,0.13011,0.33565,-0.10992
17206,0.02797,0.21292,-0.03537
17255,-0.17136,-0.32007,0.06154
17305,-0.05351,-0.46895,0.10789
17354,0.14996,0.04305,0.05937
17407,0.40115,0.19774,0.00247
17453,0.11035,0.20689,-0.06660
17503,-0.16667,0.06593,0.05162
17554,-0.07672,-0.27988,0.21347
17604,-0.19322,-0.37355,0.04750
17658,-0.34222,-0.21869,-0.14491
17707,-0.16234,-0.00502,-0.07510
17754,0.02190,-0.06937,-0.03084
17804,-0.25323,-0.16011,-0.05247
17854,0.00166,0.31236,0.00729
17904,0.27229,0.93773,0.05438
17955,0.02530,0.60083,0.01895
18004,-0.26299,-0.27536,-0.02554
18054,0.00308,-0.37831,0.12248
18106,0.21439,-0.90546,0.14948
18155,-0.13672,-0.67967,0.16080
18207,-0.10954,-0.44089,0.17969
18255,0.40887,0.32143,0.36949
18304,0.21080,0.80136,0.29942
18354,-0.09589,0.38383,0.26656
18404,0.09360,0.39761,0.33803
18454,0.25317,0.22287,0.22691
18503,0.72719,0.13252,0.25284
18554,0.09264,-0.41220,0.26860
18604,-0.41953,-0.49602,0.24152
18664,-0.14307,-0.29689,0.03635
18704,0.14711,-0.50880,-0.24416
18754,-0.14888,-0.28368,-0.28802
18805,-0.23285,0.05029,-0.20822
18855,0.23375,0.46538,-0.09688
18904,0.22621,-0.28831,-0.07832
18955,-0.12308,-0.39326,0.01976
19005,-0.26329,0.13869,0.12744
19055,0.70073,0.51373,0.34692
19105,0.38359,1.13280,0.25079
19155,-0.36601,1.00807,0.30438
19205,0.26625,-0.35330,0.55721
19254,0.15526,-0.74323,0.30412
19304,-0.21761,-0.77016,0.12340
19355,0.32671,-0.27257,0.13712
19405,0.55283,0.29668,0.06029
19454,0.19310,0.02689,0.05411
19503,-0.01648,0.38144,0.08894
19555,0.06619,0.10786,-0.14067
19604,0.31351,-0.16061,-0.25534
19659,0.04579,-0.18680,-0.30585
19704,0.10109,-0.50021,-0.29715
19754,-0.07269,-0.44958,-0.22105
19804,-0.21519,-0.40503,-0.11119
19854,0.00041,-0.53224,-0.01653
19904,-0.08414,-0.17433,0.11121
19954,0.14900,-0.36086,0.17331
20005,0.31873,0.61836,0.39108
20055,0.37073,0.71199,0.48018
20105,0.19286,0.57582,0.44559
20154,-0.46457,-0.21913,0.27786
20204,-0.19931,-0.54997,0.11790
20254,0.19841,-0.47217,-0.03705
20305,0.08907,-0.65173,0.00026
20354,-0.14261,-0.39513,-0.05696
20404,-0.01422,-0.18951,-0.14265
20454,-0.02141,1.46378,-0.15170
20505,0.11348,0.50900,-0.02588
20554,-0.88255,0.84581,-0.25587
20604,-0.56154,-0.53700,-0.26950
20655,0.15471,-0.52010,-0.12585
20715,0.02824,-0.30519,-0.22101
20754,0.01627,-0.54823,-0.26463
20804,-0.23528,-0.58365,-0.34027
20854,0.24643,-0.32098,-0.60320
20904,0.42624,0.32043,-0.52997
20954,0.13142,1.85085,-0.50278
21004,-0.81848,-0.11725,-0.54124
21056,-0.41176,0.03207,-0.26436
21105,-0.15714,0.02159,-0.91685
21154,0.18787,0.02257,-0.53201
21205,-0.21164,-0.22058,-0.13806
21255,-0.34013,-0.55865,0.00586
21309,-0.31960,-0.81877,-0.03485
21355,-0.12270,-0.29146,0.06273
21405,0.41753,0.45181,0.04805
21455,0.35600,0.88887,0.06035
21505,-0.36975,1.14505,-0.05743
21554,-0.07498,0.21667,-0.03125
21605,0.31975,0.06842,0.04587
21655,0.03499,-0.36218,-0.31020
21705,-0.05507,-0.51923,-0.24422
21759,-0.28671,-0.44864,0.10181
21806,-0.28813,-0.24832,0.10559
21854,-0.18803,-0.09105,-0.02388
21905,-0.23972,-0.06348,0.05524
21954,-0.14990,0.36534,0.15459
22004,0.02466,0.27553,0.01237
22054,-0.00223,0.21001,0.02196
22104,-0.18297,0.04707,0.07030
22156,-0.16827,-0.51187,0.00836
22204,-0.09348,-0.48080,0.03793
22254,-0.25227,-0.34491,-0.05753
22305,-0.14139,-0.46078,-0.18105
22354,-0.06042,0.12538,-0.18573
22404,0.00830,0.52165,-0.13026
22457,-0.01915,-0.16879,-0.20564
22504,-0.02148,0.10619,-0.13152
22553,-0.24025,-0.43990,-0.10745
22604,-0.19040,-0.22528,0.03888
22655,-0.07265,0.00977,-0.02721
22704,0.09668,0.18036,-0.01802
22763,-0.06174,0.26410,0.12271
22804,-0.13464,0.16762,0.11203
22854,-0.02335,0.26578,0.03171
22903,0.07733,-0.03358,0.05641
22955,-0.00154,-0.43390,0.15292
23008,-0.09111,-0.20616,0.15295
23055,0.09888,-0.10204,0.16011
23104,-0.02487,0.43607,0.15775
23154,0.03900,0.78815,0.17574
23204,0.06944,0.34479,0.19301
23254,0.05959,0.11195,0.33588
23304,-0.11555,-0.09846,0.36620
23355,0.07562,-0.65059,0.26549
23404,0.17326,-0.36182,0.08501
23455,0.26151,0.03925,-0.11116
23506,0.28864,0.39449,-0.20815
23554,0.13521,0.75133,-0.22751
23605,-0.12270,0.60869,-0.24931
23656,-0.07982,-0.02264,-0.21594
23706,-0.03798,-0.34158,-0.31046
23753,-0.11693,0.24957,-0.40837
23809,0.30565,0.20160,-0.23892
23854,0.05843,-0.10242,-0.13452
23904,-0.29825,-0.01842,-0.13895
23954,-0.13449,-0.33583,-0.03447
24003,0.21107,-0.11548,0.03864
24054,0.03706,0.02716,-0.06285
24104,-0.06998,0.17108,0.03555
24154,-0.12044,0.10262,0.27478
24204,-0.16884,-0.35947,0.31522
24254,-0.09145,-0.32509,0.15547
24304,0.08327,0.02820,-0.00337
24355,0.15950,-0.08495,-0.08226
24404,0.09740,-0.09969,-0.06187
24454,0.02550,0.02399,-0.01521
24504,-0.04485,0.07501,-0.01993
24554,0.08521,-0.18507,-0.07219
24604,0.10971,0.11594,-0.08167
24654,0.01791,0.01814,-0.12766
24704,-0.05243,0.27191,-0.03294
24753,-0.20090,-0.45714,-0.06310
24804,-0.04446,-0.11684,-0.00537
24858,-0.07138,-0.08640,-0.03162
24904,-0.09589,-0.05736,-0.03825
24953,0.00467,0.48402,-0.01860
25004,0.10893,0.35815,0.05981
25055,-0.04550,-0.09558,0.16806
25104,-0.09801,-0.01140,0.17720
25154,0.05994,-0.10135,-0.00365
25204,0.14262,-0.08498,0.01788
25254,0.01398,-0.00290,0.10535
25304,0.13351,-0.01054,0.11038
25353,0.19063,-0.15102,0.09041
25405,0.05775,0.32025,0.11726
25453,0.03090,0.41600,0.15585
25504,0.14659,-0.11229,0.08034
25554,0.02617,0.35883,0.09302
25604,0.03848,0.04510,0.04475
25654,0.19347,0.07773,0.03722
25704,0.02020,0.13815,-0.03683
25755,0.07074,0.11092,0.00627
25804,0.04990,-0.05733,-0.00499
25861,-0.08351,-0.13487,-0.02205
25904,-0.01282,-0.11429,-0.10185
25954,0.15724,0.00021,-0.17900
26004,0.07051,0.01164,-0.17960
26054,0.09407,0.18745,-0.10323
26104,0.10724,-0.27678,-0.08264
26154,-0.08479,-0.20845,-0.07159
26204,-0.17834,-0.16205,-0.05338
26255,-0.00198,-0.23006,-0.09195
26304,0.03578,0.22214,-0.08818
26354,0.00446,0.36014,-0.04726
26404,0.03160,0.50848,0.03831
26454,-0.20598,0.00485,-0.05894
26504,-0.05945,-0.05179,-0.04114
26554,0.09964,-0.26692,0.06569
26604,-0.19682,-0.78770,0.20258
26654,-0.11943,-0.44138,0.10493
26703,0.26752,0.42043,0.01791
26753,0.47977,1.11092,0.19115
26804,-0.10182,0.35864,0.37030
26857,-0.29150,-0.09326,0.44824
26903,-0.03886,-0.39655,0.36440
26954,0.14986,-0.56406,0.11186
