,x,y,z,magmean
0,6.82274,0.45033,3.8203,-1.7383126255851185
1,5.85648,0.40392,4.50587,-2.1704669314287974
2,6.10358,0.06442,4.13556,-2.1977918671836516
3,6.5197,0.16652,5.52556,-1.0228954497187868
4,6.99959,0.24277,5.9622199999999985,-0.37286786996856947
5,7.93651,0.70926,6.19339,0.5212799770584198
6,8.41479,0.58516,7.28528,1.5749276394701255
7,7.73375,0.48204,8.23373,1.7357649239682296
8,8.33945,0.40234,7.18883,1.4468407589699162
9,7.37863,0.71304,7.23845,0.790114204457181
10,6.9283899999999985,0.50562,5.9631,-0.4156108334089854
11,6.53189,0.38181,5.58476,-0.9683842877754927
12,6.56314,0.43274,5.32526,-1.1078749654656512
13,6.09052,0.5365300000000001,5.80226,-1.1417340741891913
14,6.98752,0.32597,5.68384,-0.5575649444442003
15,7.45201,0.4184,7.4741399999999985,0.9919209337889399
16,7.28423,0.4169,7.308560000000001,0.756331115210445
17,7.58455,0.38826,6.50574,0.429277420324901
18,7.32281,0.33307,6.696789999999999,0.3580581323241372
19,7.2847300000000015,0.17029,6.82147,0.41065742637116287
20,6.64238,0.15445,6.3520699999999986,-0.37870826783743894
21,6.67448,-0.06271,5.66438,-0.8164597057513472
22,6.9572,0.20091,6.03752,-0.35693347642117423
23,6.65768,0.30728,6.5613899999999985,-0.218171223618155
24,6.91539,0.33817,6.2740800000000005,-0.22725895386120065
25,6.84329,0.41353,6.35019,-0.225895513759097
26,7.35988,0.32916,6.929989999999999,0.5436303271118135
27,6.5126300000000015,0.44223,7.2867,0.21217748192736252
28,7.428960000000001,0.28645,6.431,0.2592559231095457
29,7.19849,0.51093,6.55524,0.17862107588165088
30,7.18324,0.29971,6.3429,0.01678902704350449
31,6.6314800000000025,0.28784,6.17422,-0.5054234380658986
32,6.85884,0.29025,6.15988,-0.3473112109954979
33,7.33165,0.38596,6.27019,0.08415025871933679
34,6.4946,0.19307,6.57455,-0.3272883832297424
35,7.611110000000001,-0.0008699999999999999,5.4555099999999985,-0.20638390767736325
36,7.1239,0.31639,6.8228100000000005,0.29842141035535263
37,7.332210000000001,0.31505,6.12401,-0.012307637627779755
38,6.85831,0.37143,6.96638,0.21212191695943616
39,7.068860000000001,0.3475,7.20448,0.5284489028580701
40,7.722110000000002,0.33315,7.0621,0.8989666826814222
41,7.49423,0.17052,6.40712,0.29046196632143406
42,6.51711,-0.06183,5.88788,-0.787615147679567
43,7.04599,-0.15102000000000002,5.43842,-0.6687854698606159
44,7.0533100000000015,0.15700999999999998,6.71358,0.16812816673893138
45,6.54724,0.01079,6.65195,-0.23722577951826196
46,7.392810000000001,-0.10707,5.5113400000000015,-0.3490504499207425
47,7.097810000000001,0.13794,7.138839999999999,0.4970561178535071
48,6.8770000000000024,0.30701,5.74458,-0.6048501453827804
